0 0 0
1 0 0
2 5 4
3 10 19
4 8 1
5 1 1
6 0 9
7 0 0
8 0 0
9 1 2
10 0 0
11 5 2
12 0 3
13 0 2
14 0 9
15 0 0
16 0 0
17 0 1
18 0 1
19 34 0
20 0 2
21 4 2
22 6 0
23 0 0
24 0 0
25 0 1
26 0 1
27 0 0
28 7 3
29 10 2
30 0 0
31 0 0
32 4 39
33 3 0
34 0 0
35 3 1
36 10 2
37 0 1
38 0 0
39 6 3
40 0 0
41 0 1
42 1 12
43 0 0
44 0 1
45 0 1
46 0 0
47 0 0
48 0 1
49 0 1
50 0 0
51 6 0
52 0 2
53 3 2
54 0 0
55 0 0
56 0 12
57 0 1
58 9 0
59 0 1
60 0 0
61 0 0
62 7 0
63 0 1
64 0 0
65 0 0
66 0 0
67 2 2
68 0 0
69 24 0
70 0 0
71 3 0
72 0 1
73 5 0
74 0 0
75 0 4
76 10 4
77 0 0
78 0 0
79 0 1
80 0 2
81 0 0
82 0 2
83 8 0
84 0 0
85 4 1
86 0 1
87 0 1
88 4 8
89 5 0
90 0 9
91 0 0
92 6 1
93 0 0
94 0 0
95 0 2
96 4 4
97 0 0
98 0 1
99 2 0
100 0 1
101 0 0
102 0 0
103 0 0
104 4 0
105 0 1
106 9 7
107 5 5
108 0 7
109 2 0
110 4 8
111 0 0
112 0 8
113 0 11
114 0 0
115 4 3
116 8 2
117 0 0
118 0 0
119 0 0
120 0 4
121 0 0
122 0 1
123 0 1
124 0 0
125 3 0
126 0 0
127 0 0
128 2 2
129 0 0
130 0 1
131 10 0
132 0 0
133 0 0
134 0 0
135 0 0
136 0 1
137 0 1
138 0 2
139 0 0
140 0 0
141 1 0
142 0 0
143 0 0
144 0 0
145 0 0
146 0 0
147 0 0
148 1 3
149 0 0
150 0 0
151 0 0
152 0 8
153 0 5
154 5 2
155 4 3
156 1 0
157 0 1
158 0 0
159 0 0
160 0 0
161 0 0
162 0 0
163 0 0
164 0 2
165 0 1
166 1 0
167 0 15
168 0 2
169 0 10
170 0 0
171 0 0
172 0 0
173 0 1
174 4 4
175 0 0
176 0 0
177 0 0
178 0 1
179 0 0
180 0 0
181 0 0
182 0 0
183 3 0
184 5 0
185 0 0
186 0 0
187 5 0
188 0 0
189 0 0
190 0 0
191 0 0
192 0 0
193 0 0
194 0 0
195 6 0
196 3 0
197 0 0
198 0 1
199 1 2
200 0 0
201 0 1
202 0 0
203 0 0
204 0 0
205 0 0
206 0 0
207 0 0
208 3 27
209 0 2
210 0 0
211 0 0
212 0 0
213 0 1
214 3 0
215 4 10
216 9 2
217 1 0
218 0 0
219 3 1
220 0 0
221 0 0
222 0 0
223 6 5
224 0 1
225 0 0
226 1 1
227 0 1
228 0 0
229 5 0
230 4 1
231 0 0
232 0 0
233 4 0
234 0 1
235 0 0
236 0 0
237 6 11
238 0 0
239 0 0
240 0 0
241 0 2
242 0 0
243 0 0
244 0 0
245 0 1
246 0 0
247 3 1
248 0 0
249 0 0
250 0 0
251 0 0
252 2 1
253 0 0
254 2 0
255 0 0
256 0 0
257 0 0
258 3 0
259 0 0
260 0 0
261 8 1
262 0 0
263 0 0
264 0 1
265 0 0
266 0 0
267 0 0
268 2 5
269 0 0
270 1 4
271 0 0
272 0 0
273 1 5
274 7 2
275 1 5
276 0 0
277 0 0
278 0 0
279 0 1
280 0 0
281 0 0
282 0 0
283 0 0
284 3 8
285 0 0
286 0 0
287 2 0
288 0 0
289 0 0
290 0 0
291 9 12
292 3 2
293 0 0
294 0 0
295 0 0
296 2 2
297 1 1
298 1 10
299 0 2
300 0 0
301 0 0
302 0 0
303 2 1
304 0 4
305 0 1
306 1 0
307 0 0
308 0 0
309 0 0
310 0 0
311 0 1
312 3 2
313 3 0
314 0 0
315 3 0
316 0 0
317 0 0
318 0 0
319 0 5
320 0 4
321 0 0
322 0 0
323 0 0
324 2 0
325 2 0
326 0 0
327 0 0
328 0 0
329 0 0
330 1 0
331 0 0
332 0 0
333 0 0
334 2 0
335 2 0
336 1 1
337 4 0
338 0 1
339 0 1
340 0 3
341 2 0
342 0 0
343 0 0
344 0 1
345 2 0
346 0 0
347 0 0
348 4 2
349 4 0
350 0 0
351 0 0
352 0 0
353 0 0
354 0 0
355 0 0
356 0 1
357 0 0
358 0 0
359 6 1
360 2 0
361 4 1
362 0 0
363 0 0
364 0 0
365 0 0
366 0 0
367 0 1
368 0 0
369 0 0
370 3 5
371 2 0
372 0 0
373 0 0
374 0 0
375 0 0
376 2 0
377 0 2
378 0 0
379 0 0
380 0 0
381 2 0
382 0 0
383 0 0
384 1 0
385 1 0
386 0 1
387 1 3
388 0 0
389 0 0
390 0 1
391 0 0
392 5 0
393 1 0
394 0 0
395 0 0
396 4 5
397 0 0
398 1 0
399 0 0
400 0 0
401 0 0
402 0 1
403 0 0
404 0 1
405 0 3
406 0 0
407 9 1
408 0 0
409 0 1
410 0 1
411 0 0
412 0 0
413 0 1
414 0 0
415 0 1
416 0 1
417 0 0
418 0 0
419 0 0
420 1 2
421 0 4
422 0 0
423 0 0
424 0 1
425 0 1
426 0 1
427 0 0
428 0 0
429 2 2
430 0 0
431 0 0
432 0 0
433 1 0
434 0 0
435 0 2
436 0 2
437 0 0
438 0 0
439 0 0
440 4 3
441 1 1
442 0 0
443 0 0
444 0 0
445 0 1
446 0 0
447 0 0
448 0 0
449 0 0
450 0 0
451 0 0
452 0 0
453 3 2
454 1 13
455 0 0
456 2 0
457 2 0
458 0 0
459 1 0
460 0 0
461 1 0
462 1 0
463 0 0
464 0 0
465 0 0
466 2 0
467 7 0
468 6 0
469 0 0
470 0 0
471 3 0
472 0 0
473 3 0
474 0 0
475 0 0
476 0 0
477 0 0
478 0 1
479 0 0
480 0 0
481 1 0
482 1 0
483 0 0
484 0 0
485 0 0
486 0 0
487 0 0
488 0 0
489 0 1
490 0 0
491 0 0
492 0 0
493 0 0
494 0 0
495 0 0
496 0 1
497 1 0
498 1 0
499 0 0
500 0 0
501 0 0
502 0 0
503 0 0
504 0 0
505 0 0
506 0 0
507 0 1
508 0 1
509 0 1
510 0 1
511 0 0
512 0 0
513 0 0
514 0 0
515 2 0
516 0 0
517 0 0
518 0 0
519 0 0
520 0 0
521 0 0
522 1 0
523 0 0
524 0 0
525 2 0
526 0 0
527 4 0
528 0 0
529 0 0
530 0 1
531 1 2
532 0 0
533 0 0
534 0 0
535 0 0
536 0 0
537 0 0
538 0 0
539 0 0
540 0 0
541 0 1
542 0 0
543 0 0
544 0 0
545 0 0
546 0 0
547 0 0
548 1 0
549 1 0
550 0 0
551 0 0
552 0 0
553 0 0
554 2 0
555 0 0
556 0 0
557 0 0
558 0 0
559 0 0
560 0 0
561 1 0
562 0 1
563 0 2
564 4 0
565 0 0
566 0 0
567 0 0
568 0 0
569 0 0
570 0 0
